Contig	Position	MergedReads-001	S00EI-0013	S00EI-0014	S00EI-0015	sample1-nan	sample2-nan
MAG4_601	8089	6.26	0.0	1.87	4.39	0.0	0.0
MAG4_602	1000	11.14	1.86	5.33	4.26	0.0	0.0
MAG4_602	2000	22.57	4.77	10.25	8.06	0.0	0.0
MAG4_602	3000	11.41	2.82	6.46	2.13	0.0	0.0
MAG4_602	4000	20.46	5.99	6.63	7.85	0.0	0.0
MAG4_602	5000	21.94	6.5	10.75	6.04	0.0	0.0
MAG4_602	6000	25.1	5.76	10.34	9.64	0.0	0.0
MAG4_602	7000	13.91	3.3	5.48	5.13	0.0	0.0
MAG4_602	8000	9.73	2.47	3.98	3.29	0.0	0.0
MAG4_602	8049	4.35	2.9	1.22	0.22	0.0	0.0
MAG4_603	1000	10.02	3.69	4.66	1.66	0.0	0.0
MAG4_603	2000	8.39	3.27	2.92	2.2	0.0	0.0
MAG4_603	3000	19.04	4.74	7.87	7.03	0.0	0.0
MAG4_603	4000	16.66	6.77	6.18	4.31	0.0	0.0
MAG4_603	5000	18.99	5.79	8.48	5.2	0.0	0.0
MAG4_603	6000	12.22	4.67	3.92	3.68	0.0	0.0
MAG4_603	7000	21.2	6.82	7.41	7.25	0.0	0.0
MAG4_603	8000	27.37	6.52	13.22	8.4	0.0	0.0
MAG4_603	8035	1.23	1.0	0.0	0.23	0.0	0.0
MAG4_604	1000	11.19	2.77	5.04	3.38	0.0	0.0
MAG4_604	2000	14.89	2.48	7.5	4.91	0.0	0.0
MAG4_604	3000	12.87	2.7	4.53	5.82	0.0	0.0
MAG4_604	4000	13.15	2.55	6.21	4.39	0.0	0.0
MAG4_604	5000	17.5	5.52	5.64	6.54	0.0	0.0
MAG4_604	6000	18.27	4.67	9.15	4.66	0.0	0.0
MAG4_604	7000	14.38	5.63	5.4	3.75	0.0	0.0
MAG4_604	8000	11.22	4.01	4.97	2.24	0.0	0.0
MAG4_604	8034	1.0	0.0	1.0	0.0	0.0	0.0
MAG4_605	1000	11.57	4.13	5.34	2.24	0.0	0.0
MAG4_605	2000	19.18	5.45	9.83	4.52	0.0	0.0
MAG4_605	3000	14.74	3.22	6.35	5.18	0.0	0.0
MAG4_605	4000	14.42	4.79	5.96	4.27	0.0	0.0
MAG4_605	5000	13.37	3.52	6.16	3.68	0.0	0.0
MAG4_605	6000	21.95	8.36	7.68	6.52	0.0	0.0
MAG4_605	7000	10.31	1.6	6.45	2.26	0.0	0.0
MAG4_605	7933	18.31	4.52	8.84	6.08	0.0	0.0
MAG4_606	1000	15.5	6.28	4.62	4.6	0.0	0.0
MAG4_606	2000	12.98	5.22	5.12	2.93	0.0	0.0
MAG4_606	3000	12.81	3.18	5.33	4.3	0.0	0.0
MAG4_606	4000	15.16	5.3	4.57	5.29	0.0	0.0
MAG4_606	5000	18.93	6.5	9.28	3.45	0.0	0.0
MAG4_606	6000	19.8	4.39	9.41	6.27	0.0	0.0
MAG4_606	7000	15.44	4.95	6.04	5.04	0.0	0.0
MAG4_606	7927	11.75	2.96	5.92	2.87	0.0	0.0
MAG4_607	1000	14.51	3.31	8.66	3.17	0.0	0.0
MAG4_607	2000	18.55	5.11	7.15	6.58	0.0	0.0
MAG4_607	3000	17.21	5.5	6.07	5.65	0.0	0.0
MAG4_607	4000	19.48	3.72	8.0	7.76	0.0	0.0
MAG4_607	5000	16.35	2.94	5.63	8.38	0.0	0.0
MAG4_607	6000	13.61	5.66	4.81	3.13	0.0	0.0
MAG4_607	7000	19.97	5.13	10.11	5.25	0.0	0.0
MAG4_607	7910	16.52	3.44	6.79	7.04	0.0	0.0
MAG4_608	1000	17.15	3.78	7.78	5.59	0.0	0.0
MAG4_608	2000	19.22	4.86	9.66	4.71	0.0	0.0
MAG4_608	3000	19.03	5.59	7.75	6.93	0.0	0.0
MAG4_608	4000	15.14	5.77	5.26	4.8	0.0	0.0
MAG4_608	5000	12.93	1.64	7.42	3.87	0.0	0.0
MAG4_608	6000	14.13	2.98	8.36	3.24	0.0	0.0
MAG4_608	7000	14.97	2.81	8.31	4.01	0.0	0.0
MAG4_608	7870	19.61	4.88	7.16	7.92	0.0	0.0
MAG4_609	1000	12.89	2.34	5.52	5.03	0.0	0.0
MAG4_609	2000	14.77	2.38	7.55	5.13	0.0	0.0
MAG4_609	3000	17.53	3.68	8.84	5.02	0.0	0.0
MAG4_609	4000	9.4	1.77	4.39	3.25	0.0	0.0
MAG4_609	5000	16.02	5.62	7.27	3.43	0.0	0.0
MAG4_609	6000	10.92	2.15	4.6	4.17	0.0	0.0
MAG4_609	7000	13.93	3.6	6.59	4.28	0.0	0.0
MAG4_609	7868	12.42	2.72	5.05	4.65	0.0	0.0
MAG4_610	1000	14.48	4.36	7.26	2.86	0.0	0.0
MAG4_610	2000	11.9	2.57	5.34	3.99	0.0	0.0
MAG4_610	3000	8.93	2.98	3.63	2.32	0.0	0.0
MAG4_610	4000	11.97	4.28	3.75	3.93	0.0	0.0
MAG4_610	5000	17.68	5.5	8.45	3.86	0.0	0.0
MAG4_610	6000	12.9	3.72	6.82	2.58	0.0	0.0
MAG4_610	7000	16.18	4.23	8.21	4.05	0.0	0.0
MAG4_610	7844	12.38	2.24	6.4	3.74	0.0	0.0
MAG4_611	1000	14.48	3.92	5.75	4.81	0.0	0.0
MAG4_611	2000	18.42	6.39	8.43	3.6	0.0	0.0
MAG4_611	3000	12.44	3.03	4.39	5.01	0.0	0.0
MAG4_611	4000	14.09	5.69	5.5	2.9	0.0	0.0
MAG4_611	5000	13.81	4.73	4.91	4.17	0.0	0.0
MAG4_611	6000	15.15	3.2	7.73	4.22	0.0	0.0
MAG4_611	7000	12.63	3.43	4.82	4.38	0.0	0.0
MAG4_611	7841	18.75	4.98	6.6	8.48	0.0	0.0
MAG4_612	1000	11.29	2.51	6.18	2.89	0.0	0.0
MAG4_612	2000	9.81	2.77	5.08	1.96	0.0	0.0
MAG4_612	3000	11.16	2.14	5.25	3.77	0.0	0.0
MAG4_612	4000	27.37	8.9	10.25	8.49	0.0	0.0
MAG4_612	5000	12.57	4.0	6.04	2.83	0.0	0.0
MAG4_612	6000	18.04	6.78	7.24	4.24	0.0	0.0
MAG4_612	7000	11.54	3.68	5.39	3.44	0.0	0.0
MAG4_612	7841	16.09	5.62	7.81	4.01	0.0	0.0
MAG4_613	1000	7.77	1.71	4.62	1.44	0.0	0.0
MAG4_613	2000	9.46	1.99	4.4	3.37	0.0	0.0
MAG4_613	3000	18.15	6.66	7.08	4.41	0.0	0.0
MAG4_613	4000	14.04	4.55	5.48	3.81	0.0	0.0
MAG4_613	5000	11.61	1.72	5.82	3.97	0.0	0.0
MAG4_613	6000	11.69	3.02	4.45	4.22	0.0	0.0
MAG4_613	7000	16.98	4.26	7.29	5.42	0.0	0.0
MAG4_613	7796	7.44	1.72	3.1	2.62	0.0	0.0
MAG4_614	1000	15.33	3.42	7.73	4.32	0.0	0.0
MAG4_614	2000	15.51	5.05	5.75	5.68	0.0	0.0
MAG4_614	3000	12.56	3.68	5.48	3.62	0.0	0.0
MAG4_614	4000	11.58	2.64	5.24	3.89	0.0	0.0
MAG4_614	5000	17.12	3.19	7.65	6.31	0.0	0.0
MAG4_614	6000	18.66	3.58	7.5	8.03	0.0	0.0
MAG4_614	7000	21.81	6.49	10.93	5.06	0.0	0.0
MAG4_614	7705	14.28	3.31	6.81	4.58	0.0	0.0
MAG4_615	1000	12.37	3.61	4.07	4.69	0.0	0.0
MAG4_615	2000	13.92	3.51	5.28	5.24	0.0	0.0
MAG4_615	3000	22.68	4.1	11.49	7.27	0.0	0.0
MAG4_615	4000	16.62	4.92	6.87	5.34	0.0	0.0
MAG4_615	5000	20.32	5.9	9.55	4.87	0.0	0.0
MAG4_615	6000	15.06	4.93	6.5	3.96	0.0	0.0
MAG4_615	7000	21.06	6.65	7.53	7.37	0.0	0.0
MAG4_615	7700	13.99	3.52	5.98	4.91	0.0	0.0
MAG4_616	1000	8.77	2.91	3.78	2.08	0.0	0.0
MAG4_616	2000	10.23	4.47	3.65	2.11	0.0	0.0
MAG4_616	3000	11.02	2.52	3.18	5.33	0.0	0.0
MAG4_616	4000	20.58	6.58	9.74	4.56	0.0	0.0
MAG4_616	5000	12.97	3.82	4.41	4.74	0.0	0.0
MAG4_616	6000	19.47	7.69	6.45	5.59	0.0	0.0
MAG4_616	7000	15.98	6.73	5.21	4.04	0.0	0.0
MAG4_616	7694	15.17	4.02	7.27	4.32	0.0	0.0
MAG4_617	1000	8.62	2.28	3.41	2.93	0.0	0.0
MAG4_617	2000	14.76	5.52	2.16	7.08	0.0	0.0
MAG4_617	3000	15.28	4.32	6.09	5.18	0.0	0.0
MAG4_617	4000	11.95	2.62	5.59	3.74	0.0	0.0
MAG4_617	5000	15.0	4.01	5.99	5.25	0.0	0.0
MAG4_617	6000	16.0	4.61	8.0	3.99	0.0	0.0
MAG4_617	7000	17.49	4.43	7.39	5.66	0.0	0.0
MAG4_617	7665	10.74	3.49	4.37	2.88	0.0	0.0
MAG4_618	1000	16.9	5.7	8.07	3.13	0.0	0.0
MAG4_618	2000	19.13	3.93	8.44	6.75	0.0	0.0
MAG4_618	3000	11.97	2.6	6.49	2.87	0.0	0.0
MAG4_618	4000	29.02	6.54	11.61	11.77	0.0	0.0
MAG4_618	5000	15.35	5.21	6.18	3.96	0.0	0.0
MAG4_618	6000	13.54	3.65	6.78	3.1	0.0	0.0
MAG4_618	7000	22.54	5.8	7.43	9.31	0.0	0.0
MAG4_618	7631	11.93	2.66	6.58	2.68	0.0	0.0
MAG4_619	1000	10.83	2.73	4.25	3.84	0.0	0.0
MAG4_619	2000	11.43	4.42	5.41	1.59	0.0	0.0
MAG4_619	3000	10.01	2.72	4.46	2.83	0.0	0.0
MAG4_619	4000	8.93	1.55	5.08	2.29	0.0	0.0
MAG4_619	5000	17.47	6.09	7.06	4.31	0.0	0.0
MAG4_619	6000	12.59	4.79	3.49	4.31	0.0	0.0
MAG4_619	7000	17.27	3.55	8.39	5.64	0.0	0.0
MAG4_619	7584	10.09	2.58	5.33	2.19	0.0	0.0
MAG4_620	1000	13.54	3.7	5.48	5.09	0.0	0.0
MAG4_620	2000	17.53	4.14	8.22	5.63	0.0	0.0
MAG4_620	3000	16.2	5.39	6.66	4.16	0.0	0.0
MAG4_620	4000	9.34	2.92	4.5	1.92	0.0	0.0
MAG4_620	5000	17.42	4.13	8.79	4.5	0.0	0.0
MAG4_620	6000	20.0	7.71	5.87	6.42	0.0	0.0
MAG4_620	7000	12.41	3.63	4.46	4.32	0.0	0.0
MAG4_620	7579	6.01	1.76	3.86	0.38	0.0	0.0
MAG4_621	1000	19.29	3.6	10.52	5.17	0.0	0.0
MAG4_621	2000	17.56	5.1	6.66	5.79	0.0	0.0
MAG4_621	3000	21.82	9.73	6.51	6.18	0.0	0.0
MAG4_621	4000	20.92	6.84	7.75	6.63	0.0	0.0
MAG4_621	5000	19.56	5.02	10.41	4.13	0.0	0.0
MAG4_621	6000	26.55	8.1	10.9	7.85	0.0	0.0
MAG4_621	7000	15.74	5.98	7.4	2.36	0.0	0.0
MAG4_621	7455	7.61	1.57	3.57	2.47	0.0	0.0
MAG4_622	1000	12.28	4.49	4.43	3.35	0.0	0.0
MAG4_622	2000	8.26	1.52	3.67	3.06	0.0	0.0
MAG4_622	3000	12.73	2.49	6.16	4.07	0.0	0.0
MAG4_622	4000	21.19	7.09	9.3	5.41	0.0	0.0
MAG4_622	5000	15.72	5.61	6.27	3.84	0.0	0.0
MAG4_622	6000	11.51	2.89	5.37	3.25	0.0	0.0
MAG4_622	7000	13.92	3.75	3.7	6.47	0.0	0.0
MAG4_622	7449	15.87	5.65	4.63	5.59	0.0	0.0
MAG4_623	1000	12.63	3.99	5.32	3.32	0.0	0.0
MAG4_623	2000	12.35	2.5	5.47	4.37	0.0	0.0
MAG4_623	3000	11.67	3.56	4.55	3.8	0.0	0.0
MAG4_623	4000	9.82	1.94	5.23	2.65	0.0	0.0
MAG4_623	5000	14.4	3.62	5.01	6.08	0.0	0.0
MAG4_623	6000	15.08	4.04	7.77	3.27	0.0	0.0
MAG4_623	7000	11.93	3.8	5.18	3.52	0.0	0.0
MAG4_623	7442	10.74	2.54	6.03	2.17	0.0	0.0
MAG4_624	1000	8.22	2.59	3.4	2.23	0.0	0.0
MAG4_624	2000	13.3	4.03	6.46	2.81	0.0	0.0
MAG4_624	3000	12.96	4.52	6.43	2.02	0.0	0.0
MAG4_624	4000	13.59	2.4	8.47	2.73	0.0	0.0
MAG4_624	5000	11.31	3.83	4.46	3.46	0.0	0.0
MAG4_624	6000	12.59	3.8	4.55	4.39	0.0	0.0
MAG4_624	7000	13.54	4.29	5.88	3.38	0.0	0.0
MAG4_624	7427	8.64	2.38	3.38	2.88	0.0	0.0
MAG4_625	1000	11.8	2.65	5.48	3.67	0.0	0.0
MAG4_625	2000	11.15	3.59	4.7	2.86	0.0	0.0
MAG4_625	3000	18.49	5.52	6.81	6.17	0.0	0.0
MAG4_625	4000	16.36	6.12	5.09	5.15	0.0	0.0
MAG4_625	5000	10.04	2.35	3.57	4.12	0.0	0.0
MAG4_625	6000	12.78	3.43	4.39	4.96	0.0	0.0
MAG4_625	7000	13.92	4.15	7.19	2.87	0.0	0.0
MAG4_625	7408	4.58	2.06	0.68	1.84	0.0	0.0
MAG4_626	1000	12.06	4.7	3.96	3.41	0.0	0.0
MAG4_626	2000	12.26	3.87	5.65	3.19	0.0	0.0
MAG4_626	3000	13.59	2.56	5.86	5.16	0.0	0.0
MAG4_626	4000	16.15	4.62	6.55	5.58	0.0	0.0
MAG4_626	5000	17.45	4.67	7.78	5.16	0.0	0.0
MAG4_626	6000	17.89	5.16	7.83	5.94	0.0	0.0
MAG4_626	7000	18.35	4.8	7.4	6.74	0.0	0.0
MAG4_626	7379	7.69	2.65	3.53	1.51	0.0	0.0
MAG4_627	1000	13.2	4.42	5.26	3.83	0.0	0.0
MAG4_627	2000	10.55	4.38	3.35	2.83	0.0	0.0
MAG4_627	3000	15.67	4.3	6.21	5.56	0.0	0.0
MAG4_627	4000	12.74	2.62	6.66	3.52	0.0	0.0
MAG4_627	5000	9.78	3.18	3.98	2.62	0.0	0.0
MAG4_627	6000	12.76	4.78	4.38	3.59	0.0	0.0
MAG4_627	7000	10.84	3.18	5.12	2.54	0.0	0.0
MAG4_627	7376	11.29	1.35	5.68	4.26	0.0	0.0
MAG4_628	1000	11.55	3.82	4.37	3.36	0.0	0.0
MAG4_628	2000	13.6	2.43	7.53	3.64	0.0	0.0
MAG4_628	3000	14.06	3.59	7.65	3.36	0.0	0.0
MAG4_628	4000	13.75	5.07	5.59	3.15	0.0	0.0
MAG4_628	5000	17.03	3.88	7.72	5.43	0.0	0.0
MAG4_628	6000	18.8	4.43	8.96	5.99	0.0	0.0
MAG4_628	7000	20.0	5.39	7.29	8.08	0.0	0.0
MAG4_628	7369	10.93	2.26	6.05	2.62	0.0	0.0
MAG4_629	1000	10.98	3.98	5.09	1.97	0.0	0.0
MAG4_629	2000	13.14	4.68	5.49	3.22	0.0	0.0
MAG4_629	3000	8.23	2.35	4.85	1.38	0.0	0.0
MAG4_629	4000	18.39	5.29	7.88	6.04	0.0	0.0
MAG4_629	5000	17.49	5.5	6.41	6.12	0.0	0.0
MAG4_629	6000	15.02	4.52	6.7	4.1	0.0	0.0
MAG4_629	7000	15.01	1.79	8.21	5.28	0.0	0.0
MAG4_629	7359	14.16	1.79	7.7	4.67	0.0	0.0
MAG4_630	1000	6.58	0.88	3.57	2.13	0.0	0.0
MAG4_630	2000	10.89	2.51	5.05	3.33	0.0	0.0
MAG4_630	3000	10.53	3.13	3.71	3.7	0.0	0.0
MAG4_630	4000	15.25	4.85	7.19	3.82	0.0	0.0
MAG4_630	5000	13.22	2.31	6.7	4.21	0.0	0.0
MAG4_630	6000	12.0	2.78	5.44	4.38	0.0	0.0
MAG4_630	7000	10.43	2.14	5.27	3.02	0.0	0.0
MAG4_630	7295	7.53	0.0	5.24	2.29	0.0	0.0
MAG4_631	1000	10.57	3.37	4.66	2.54	0.0	0.0
MAG4_631	2000	9.58	1.64	4.22	3.71	0.0	0.0
MAG4_631	3000	19.53	4.1	9.97	5.76	0.0	0.0
MAG4_631	4000	17.95	4.72	8.58	4.95	0.0	0.0
MAG4_631	5000	14.49	4.91	5.95	3.63	0.0	0.0
MAG4_631	6000	11.97	3.48	5.43	3.06	0.0	0.0
MAG4_631	7000	15.9	3.35	5.5	7.05	0.0	0.0
MAG4_631	7263	11.7	3.77	5.08	2.85	0.0	0.0
MAG4_632	1000	14.2	4.47	6.95	2.93	0.0	0.0
MAG4_632	2000	21.91	5.21	11.4	6.35	0.0	0.0
MAG4_632	3000	16.39	4.22	8.12	4.04	0.0	0.0
MAG4_632	4000	9.01	2.51	4.02	2.48	0.0	0.0
MAG4_632	5000	12.5	3.91	5.2	3.6	0.0	0.0
MAG4_632	6000	19.98	4.91	9.67	5.43	0.0	0.0
MAG4_632	7000	16.03	3.42	8.41	4.2	0.0	0.0
MAG4_632	7246	5.5	2.7	2.37	0.42	0.0	0.0
MAG4_633	1000	12.97	3.15	6.28	3.54	0.0	0.0
MAG4_633	2000	8.44	1.18	4.36	2.91	0.0	0.0
MAG4_633	3000	17.97	4.86	7.93	5.42	0.0	0.0
MAG4_633	4000	20.97	4.18	9.56	7.72	0.0	0.0
MAG4_633	5000	14.69	4.47	5.93	4.4	0.0	0.0
MAG4_633	6000	25.13	8.8	10.41	7.38	0.0	0.0
MAG4_633	7000	12.87	3.24	5.7	3.92	0.0	0.0
MAG4_633	7217	5.9	1.66	1.13	3.11	0.0	0.0
MAG4_634	1000	16.94	5.68	6.95	4.61	0.0	0.0
MAG4_634	2000	15.66	4.95	6.6	4.11	0.0	0.0
MAG4_634	3000	14.76	4.3	5.59	5.12	0.0	0.0
MAG4_634	4000	14.03	4.13	7.12	2.77	0.0	0.0
MAG4_634	5000	17.05	3.88	8.27	5.47	0.0	0.0
MAG4_634	6000	10.79	1.77	4.76	4.56	0.0	0.0
MAG4_634	7000	10.91	2.59	4.41	4.21	0.0	0.0
MAG4_634	7180	2.47	0.91	0.93	0.63	0.0	0.0
MAG4_635	1000	13.58	3.99	5.46	4.14	0.0	0.0
MAG4_635	2000	10.68	2.63	5.13	2.92	0.0	0.0
MAG4_635	3000	13.71	4.58	6.71	3.0	0.0	0.0
MAG4_635	4000	18.51	4.08	8.06	6.38	0.0	0.0
MAG4_635	5000	14.06	4.99	5.68	3.39	0.0	0.0
MAG4_635	6000	13.36	3.63	6.3	3.42	0.0	0.0
MAG4_635	7000	10.6	3.4	3.65	3.55	0.0	0.0
MAG4_635	7178	8.53	4.75	1.42	2.36	0.0	0.0
MAG4_636	1000	7.53	1.86	3.78	1.9	0.0	0.0
MAG4_636	2000	12.12	3.68	5.12	3.32	0.0	0.0
MAG4_636	3000	10.15	2.74	3.81	3.6	0.0	0.0
MAG4_636	4000	10.08	1.93	5.38	2.76	0.0	0.0
MAG4_636	5000	12.05	2.85	5.63	3.57	0.0	0.0
MAG4_636	6000	12.1	3.63	4.99	3.48	0.0	0.0
MAG4_636	7000	11.64	3.21	6.45	1.97	0.0	0.0
MAG4_636	7157	1.99	0.1	1.89	0.0	0.0	0.0
MAG4_637	1000	11.24	2.52	6.11	2.61	0.0	0.0
MAG4_637	2000	16.22	2.88	8.13	5.21	0.0	0.0
MAG4_637	3000	12.6	4.58	4.36	3.66	0.0	0.0
MAG4_637	4000	12.45	3.87	5.42	3.15	0.0	0.0
MAG4_637	5000	12.48	4.87	4.55	3.06	0.0	0.0
MAG4_637	6000	27.45	7.11	12.24	8.1	0.0	0.0
MAG4_637	7000	20.19	6.06	8.71	5.73	0.0	0.0
MAG4_637	7140	9.34	3.92	3.73	1.69	0.0	0.0
MAG4_638	1000	16.37	2.91	8.01	5.69	0.0	0.0
MAG4_638	2000	15.87	4.97	7.44	3.72	0.0	0.0
MAG4_638	3000	21.0	7.57	7.9	6.17	0.0	0.0
MAG4_638	4000	13.55	4.22	5.85	3.48	0.0	0.0
MAG4_638	5000	12.54	3.49	5.84	3.21	0.0	0.0
MAG4_638	6000	13.86	4.67	5.04	4.75	0.0	0.0
MAG4_638	7000	9.82	1.8	4.98	3.03	0.0	0.0
MAG4_638	7128	1.48	0.06	1.41	0.0	0.0	0.0
MAG4_639	1000	9.66	4.07	3.5	2.37	0.0	0.0
MAG4_639	2000	16.58	5.28	6.16	5.39	0.0	0.0
MAG4_639	3000	14.3	3.75	7.13	3.42	0.0	0.0
MAG4_639	4000	14.07	2.5	5.62	6.46	0.0	0.0
MAG4_639	5000	11.44	3.81	5.77	1.88	0.0	0.0
MAG4_639	6000	19.11	5.18	9.31	4.62	0.0	0.0
MAG4_639	7000	14.73	3.32	6.39	5.03	0.0	0.0
MAG4_639	7090	4.01	0.17	1.78	2.07	0.0	0.0
MAG4_640	1000	9.0	3.08	4.57	1.36	0.0	0.0
MAG4_640	2000	13.36	3.59	5.99	3.79	0.0	0.0
MAG4_640	3000	15.36	4.7	6.78	3.88	0.0	0.0
MAG4_640	4000	16.64	4.98	6.33	5.34	0.0	0.0
MAG4_640	5000	20.49	6.78	10.03	3.97	0.0	0.0
MAG4_640	6000	15.59	4.49	6.64	5.12	0.0	0.0
MAG4_640	7000	11.61	3.97	5.35	2.51	0.0	0.0
MAG4_640	7040	2.17	1.0	1.17	0.0	0.0	0.0
MAG4_641	1000	21.43	4.59	12.03	5.92	0.0	0.0
MAG4_641	2000	25.02	6.2	10.66	8.53	0.0	0.0
MAG4_641	3000	16.91	3.81	6.05	7.3	0.0	0.0
MAG4_641	4000	23.98	5.48	11.55	7.5	0.0	0.0
MAG4_641	5000	25.31	5.88	11.89	8.13	0.0	0.0
MAG4_641	6000	18.92	3.56	10.71	4.65	0.0	0.0
MAG4_641	6953	13.61	4.87	5.87	2.86	0.0	0.0
MAG4_642	1000	18.78	4.98	7.3	7.03	0.0	0.0
MAG4_642	2000	14.65	4.65	5.83	4.17	0.0	0.0
MAG4_642	3000	10.08	2.91	4.14	3.03	0.0	0.0
MAG4_642	4000	12.33	4.19	3.94	4.2	0.0	0.0
MAG4_642	5000	12.6	3.97	5.54	3.09	0.0	0.0
MAG4_642	6000	11.4	3.59	4.04	4.05	0.0	0.0
MAG4_642	6948	10.48	3.77	3.33	3.41	0.0	0.0
MAG4_643	1000	9.78	2.85	4.73	2.19	0.0	0.0
MAG4_643	2000	16.51	3.63	7.76	5.43	0.0	0.0
MAG4_643	3000	10.4	3.31	2.76	4.33	0.0	0.0
MAG4_643	4000	14.38	5.51	5.82	3.06	0.0	0.0
MAG4_643	5000	16.97	5.59	6.76	4.62	0.0	0.0
MAG4_643	6000	18.33	6.05	6.2	6.13	0.0	0.0
MAG4_643	6936	14.97	3.71	8.5	3.18	0.0	0.0
MAG4_644	1000	8.01	1.75	2.97	3.29	0.0	0.0
MAG4_644	2000	15.13	3.89	7.95	3.38	0.0	0.0
MAG4_644	3000	18.28	6.89	7.69	4.2	0.0	0.0
MAG4_644	4000	16.34	4.74	7.73	3.87	0.0	0.0
MAG4_644	5000	18.2	4.58	9.35	4.35	0.0	0.0
MAG4_644	6000	16.31	3.94	7.89	5.3	0.0	0.0
MAG4_644	6906	8.19	3.54	1.9	2.75	0.0	0.0
MAG4_645	1000	15.44	2.89	8.8	3.75	0.0	0.0
MAG4_645	2000	14.14	4.87	4.36	5.21	0.0	0.0
MAG4_645	3000	17.64	4.16	8.18	5.29	0.0	0.0
MAG4_645	4000	14.95	3.25	7.64	4.06	0.0	0.0
MAG4_645	5000	14.02	4.2	6.95	2.86	0.0	0.0
MAG4_645	6000	11.84	4.29	4.59	2.95	0.0	0.0
MAG4_645	6891	9.8	3.38	5.59	1.17	0.0	0.0
MAG4_646	1000	6.63	1.57	2.64	2.72	0.0	0.0
MAG4_646	2000	24.12	7.98	9.43	7.3	0.0	0.0
MAG4_646	3000	16.46	3.76	7.81	4.9	0.0	0.0
MAG4_646	4000	14.38	4.01	6.46	3.91	0.0	0.0
MAG4_646	5000	16.99	4.2	6.69	6.34	0.0	0.0
MAG4_646	6000	23.55	7.45	10.25	6.15	0.0	0.0
MAG4_646	6883	7.79	2.31	4.09	1.4	0.0	0.0
MAG4_647	1000	19.31	5.32	7.14	6.84	0.0	0.0
MAG4_647	2000	11.48	2.44	6.1	2.93	0.0	0.0
MAG4_647	3000	10.3	2.03	5.33	2.94	0.0	0.0
MAG4_647	4000	16.83	3.47	7.67	5.58	0.0	0.0
MAG4_647	5000	13.75	3.86	5.63	4.26	0.0	0.0
MAG4_647	6000	14.33	4.48	5.61	4.23	0.0	0.0
MAG4_647	6853	9.65	2.59	3.21	3.85	0.0	0.0
MAG4_648	1000	20.79	5.18	8.48	8.63	0.0	0.0
MAG4_648	2000	16.61	2.25	9.58	5.09	0.0	0.0
MAG4_648	3000	14.6	4.13	7.84	2.64	0.0	0.0
MAG4_648	4000	10.72	1.68	5.87	3.17	0.0	0.0
MAG4_648	5000	12.12	2.9	7.37	2.08	0.0	0.0
MAG4_648	6000	22.6	6.92	10.91	5.74	0.0	0.0
MAG4_648	6850	7.92	2.48	4.18	1.25	0.0	0.0
MAG4_649	1000	10.82	3.34	5.45	2.52	0.0	0.0
MAG4_649	2000	18.76	4.41	8.41	5.94	0.0	0.0
MAG4_649	3000	13.94	4.39	7.61	2.24	0.0	0.0
MAG4_649	4000	22.58	7.85	10.49	5.44	0.0	0.0
MAG4_649	5000	12.64	4.37	5.66	2.61	0.0	0.0
MAG4_649	6000	17.63	4.68	7.27	5.99	0.0	0.0
MAG4_649	6838	14.2	3.97	7.91	2.32	0.0	0.0
MAG4_650	1000	11.04	2.71	4.93	3.39	0.0	0.0
MAG4_650	2000	11.48	3.28	5.17	3.02	0.0	0.0
MAG4_650	3000	14.89	5.57	6.02	3.85	0.0	0.0
MAG4_650	4000	10.97	2.8	4.3	3.87	0.0	0.0
MAG4_650	5000	8.78	1.99	2.32	4.47	0.0	0.0
MAG4_650	6000	10.78	1.36	6.3	3.41	0.0	0.0
MAG4_650	6825	23.93	6.75	11.03	6.15	0.0	0.0
MAG4_651	1000	9.4	2.05	4.76	2.6	0.0	0.0
MAG4_651	2000	14.21	3.24	6.41	4.56	0.0	0.0
MAG4_651	3000	14.47	2.99	6.8	4.97	0.0	0.0
MAG4_651	4000	16.12	4.21	6.05	6.16	0.0	0.0
MAG4_651	5000	15.3	4.59	6.71	3.99	0.0	0.0
MAG4_651	6000	8.64	2.62	2.63	3.39	0.0	0.0
MAG4_651	6819	13.75	4.7	4.69	5.22	0.0	0.0
MAG4_652	1000	13.69	3.69	7.38	3.22	0.0	0.0
MAG4_652	2000	20.11	7.84	8.67	3.9	0.0	0.0
MAG4_652	3000	17.73	4.84	7.29	5.61	0.0	0.0
MAG4_652	4000	21.81	7.29	8.4	6.42	0.0	0.0
MAG4_652	5000	17.18	4.48	5.45	7.25	0.0	0.0
MAG4_652	6000	10.43	2.44	4.7	3.29	0.0	0.0
MAG4_652	6777	10.53	2.99	4.81	2.72	0.0	0.0
MAG4_653	1000	7.77	2.1	3.9	1.77	0.0	0.0
MAG4_653	2000	6.68	2.63	1.99	2.06	0.0	0.0
MAG4_653	3000	11.73	3.65	4.61	3.77	0.0	0.0
MAG4_653	4000	11.72	4.08	3.76	3.88	0.0	0.0
MAG4_653	5000	9.35	2.62	3.33	3.41	0.0	0.0
MAG4_653	6000	13.98	4.29	5.92	4.05	0.0	0.0
MAG4_653	6728	14.03	4.41	4.66	4.99	0.0	0.0
MAG4_654	1000	16.68	4.52	7.85	4.3	0.0	0.0
MAG4_654	2000	10.73	3.49	3.71	3.52	0.0	0.0
MAG4_654	3000	15.94	4.04	8.01	3.89	0.0	0.0
